nfl_player_id,nfl_player_name,nfl_display_name,nfl_position,nfl_position_group,sportradar_player_id,sportradar_name,sportradar_display_name,sportradar_first_name,sportradar_last_name,sportradar_position,sportradar_jersey,sportradar_height,sportradar_weight,sportradar_birth_date,sportradar_experience,sportradar_college,sportradar_team_alias,sportradar_status,match_type,match_score
00-0036271,Q.Watkins,Quez Watkins,WR,WR,ca85137c-205c-458e-8b77-8457849f614c,Quez Watkins,,Quez,Watkins,WR,16.0,72,193.0,1998-06-09,5,Southern Miss,ARI,IR,exact_name_position,1.0
00-0036275,D.Swift,D'Andre Swift,RB,RB,cc4b5f58-a11c-4450-a1df-617ad88336e4,D'Andre Swift,,D'Andre,Swift,RB,4.0,68,204.0,1999-01-14,6,Georgia,CHI,ACT,exact_name_position,1.0
00-0036277,Q.Cephus,Quintez Cephus,WR,WR,3bd012f5-1fdf-4ed7-b660-5013122df93f,Quintez Cephus,,Quintez,Cephus,WR,14.0,73,208.0,1998-04-01,4,Wisconsin,HOU,ACT,exact_name_position,1.0
00-0036287,N.Igbinoghene,Noah Igbinoghene,CB,DB,b4b346b6-6175-407c-a6cd-103368a1609f,Noah Igbinoghene,,Noah,Igbinoghene,CB,6.0,71,197.0,1999-11-27,6,Auburn,WAS,ACT,exact_name_position,1.0
00-0036290,C.Kmet,Cole Kmet,TE,TE,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,Cole Kmet,,Cole,Kmet,TE,85.0,78,257.0,1999-03-10,6,Notre Dame,CHI,ACT,exact_name_position,1.0
00-0036293,J.Chinn,Jeremy Chinn,FS,DB,5f623fbc-415e-4035-b423-7850cf1153b4,Jeremy Chinn,,Jeremy,Chinn,SAF,11.0,75,220.0,1998-02-26,6,Southern Illinois,LV,ACT,fuzzy_name_position,1.0
00-0036297,D.Evans,Darrynton Evans,RB,RB,eb3c219d-6489-4f2f-a542-bdbf7423a325,Darrynton Evans,,Darrynton,Evans,RB,21.0,70,203.0,1998-07-09,6,Appalachian State,BUF,ACT,exact_name_position,1.0
00-0036306,D.Thomas,Daniel Thomas,SS,DB,15a6249f-f4cf-47c2-8251-8a3a802b3db0,Daniel Thomas,,Daniel,Thomas,SAF,20.0,70,215.0,1998-07-01,6,Auburn,JAC,ACT,fuzzy_name_position,1.0
00-0036309,D.Mooney,Darnell Mooney,WR,WR,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,Darnell Mooney,,Darnell,Mooney,WR,1.0,71,180.0,1997-10-29,6,Tulane,ATL,ACT,exact_name_position,1.0
00-0036313,B.Mann,Braden Mann,P,SPEC,85eaaf9f-59cf-4150-943c-c1abdaa78eb1,Braden Mann,,Braden,Mann,P,10.0,71,198.0,1997-11-24,6,Texas A&M,PHI,ACT,exact_name_position,1.0
00-0036322,J.Jefferson,Justin Jefferson,WR,WR,4131d4ee-0318-4bb5-832a-4dec80668a4f,Justin Jefferson,,Justin,Jefferson,WR,18.0,73,195.0,1999-06-16,6,LSU,MIN,ACT,exact_name_position,1.0
00-0036328,A.Gibson,Antonio Gibson,RB,RB,c0a8a5d0-583f-457a-9d96-70027d3f69e7,Antonio Gibson,,Antonio,Gibson,RB,4.0,72,228.0,1998-06-23,6,Memphis,NE,ACT,exact_name_position,1.0
00-0036329,A.Davis,Ashtyn Davis,SS,DB,7d491979-7d1b-4b55-9f3a-f68db22d8bb1,Ashtyn Davis,,Ashtyn,Davis,SAF,21.0,73,205.0,1996-10-10,6,California,MIA,ACT,fuzzy_name_position,1.0
00-0036331,D.Duvernay,Devin Duvernay,WR,WR,d93dbc83-e604-4823-a24e-d162cbd8d4d9,Devin Duvernay,,Devin,Duvernay,WR,12.0,71,202.0,1997-09-12,6,Texas,CHI,ACT,exact_name_position,1.0
00-0036332,J.Deguara,Josiah Deguara,TE,TE,7874d188-0fcd-4af9-9289-27c27e2bbd16,Josiah Deguara,,Josiah,Deguara,TE,47.0,74,240.0,1997-02-14,5,Cincinnati,ARI,ACT,exact_name_position,1.0
00-0036345,K.Osborn,K.J. Osborn,WR,WR,3bf5c049-9daa-43ba-9758-c6c895a9d462,K.J. Osborn,,K.J.,Osborn,WR,13.0,71,203.0,1997-06-10,6,Miami (FL),WAS,ACT,exact_name_position,1.0
00-0036355,J.Herbert,Justin Herbert,QB,QB,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,Justin Herbert,,Justin,Herbert,QB,10.0,78,236.0,1998-03-10,6,Oregon,LAC,ACT,exact_name_position,1.0
00-0036358,C.Lamb,CeeDee Lamb,WR,WR,a72ea15b-5199-4101-a300-846e1c655add,CeeDee Lamb,,CeeDee,Lamb,WR,88.0,74,200.0,1999-04-08,6,Oklahoma,DAL,ACT,exact_name_position,1.0
00-0036360,C.Edwards-Helaire,Clyde Edwards-Helaire,RB,RB,8aa01565-4481-443a-9951-642c98ded113,Clyde Edwards-Helaire,,Clyde,Edwards-Helaire,RB,23.0,67,207.0,1999-04-11,6,LSU,NO,ACT,exact_name_position,1.0
00-0036386,A.Thomas,Andrew Thomas,T,OL,b493daf9-e550-497c-b382-4ffda2e47260,Andrew Thomas,,Andrew,Thomas,T,78.0,77,315.0,1999-01-22,6,Georgia,NYG,PUP,exact_name_position,1.0
00-0036387,J.Reagor,Jalen Reagor,WR,WR,06ff7f42-5fe7-4899-84a5-9ba5349d17e8,Jalen Reagor,,Jalen,Reagor,WR,88.0,71,197.0,1999-01-02,6,TCU,LAC,ACT,exact_name_position,1.0
00-0036389,J.Hurts,Jalen Hurts,QB,QB,64bd0f02-6a5d-407e-98f1-fd02048ea21d,Jalen Hurts,,Jalen,Hurts,QB,1.0,73,223.0,1998-08-07,6,Oklahoma,PHI,ACT,exact_name_position,1.0
00-0036407,J.Jeudy,Jerry Jeudy,WR,WR,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,Jerry Jeudy,,Jerry,Jeudy,WR,3.0,73,195.0,1999-04-24,6,Alabama,CLE,ACT,exact_name_position,1.0
00-0036410,T.Higgins,Tee Higgins,WR,WR,7963b029-5de4-4541-b00a-44eefe4349af,Tee Higgins,,Tee,Higgins,WR,5.0,76,220.0,1999-01-18,6,Clemson,CIN,ACT,exact_name_position,1.0
00-0036412,K.Hamler,K.J. Hamler,WR,WR,89338a12-65a8-4670-ac99-97281732ff79,KJ Hamler,,KJ,Hamler,WR,19.0,69,178.0,1999-07-08,4,Penn State,BUF,ACT,fuzzy_name_position,0.9
00-0036414,C.Akers,Cam Akers,RB,RB,74980532-8158-4b56-91db-5053878737b4,Cam Akers,,Cam,Akers,RB,38.0,70,217.0,1999-06-22,5,Florida State,NO,ACT,exact_name_position,1.0
00-0036415,V.Jefferson,Van Jefferson,WR,WR,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,Van Jefferson,,Van,Jefferson,WR,11.0,73,200.0,1996-07-26,6,Florida,TEN,ACT,exact_name_position,1.0
00-0036422,A.Trautman,Adam Trautman,TE,TE,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,Adam Trautman,,Adam,Trautman,TE,82.0,77,253.0,1997-02-05,6,Dayton,DEN,ACT,exact_name_position,1.0
00-0036423,A.Okwuegbunam,Albert Okwuegbunam,TE,TE,617aee8a-70be-4bdf-9a71-2e2b74e647e6,Albert Okwuegbunam,,Albert,Okwuegbunam,TE,86.0,77,258.0,1998-04-25,6,Missouri,LV,ACT,exact_name_position,1.0
00-0036425,D.Dallas,DeeJay Dallas,RB,RB,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,DeeJay Dallas,,DeeJay,Dallas,RB,20.0,70,225.0,1998-09-16,6,Miami (FL),ARI,ACT,exact_name_position,1.0
00-0036427,T.Johnson,Tyler Johnson,WR,WR,93c17735-5275-45cf-b3ef-620351c62313,Tyler Johnson,,Tyler,Johnson,WR,16.0,73,208.0,1998-08-25,5,Minnesota,NYJ,ACT,exact_name_position,1.0
00-0036429,C.Woerner,Charlie Woerner,TE,TE,527dfee0-a242-4dc7-830a-ab7028308259,Charlie Woerner,,Charlie,Woerner,TE,89.0,77,250.0,1997-10-16,6,Georgia,ATL,ACT,exact_name_position,1.0
00-0036442,J.Burrow,Joe Burrow,QB,QB,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,Joe Burrow,,Joe,Burrow,QB,9.0,76,215.0,1996-12-10,6,LSU,CIN,ACT,exact_name_position,1.0
00-0036456,D.Dafney,Dominique Dafney,TE,TE,921d49c2-64d1-4108-a3a3-0c237e17748a,Dominique Dafney,,Dominique,Dafney,TE,46.0,75,235.0,1997-06-03,2,Indiana State,CAR,ACT,exact_name_position,1.0
00-0036463,C.Blair,Chris Blair,WR,WR,9281d541-8bcb-4785-a02e-76150910898e,Chris Blair,,Chris,Blair,WR,19.0,74,215.0,1997-10-06,2,Alcorn State,ATL,ACT,exact_name_position,1.0
00-0036491,T.Black,Tarik Black,WR,WR,89de9ce0-3b8e-424a-b9b5-d747692ea5f7,Tarik Black,,Tarik,Black,WR,86.0,75,213.0,1998-02-10,1,Texas,MIA,ACT,exact_name_position,1.0
00-0036497,T.Jones,Tim Jones,WR,WR,b4dadef6-a938-4b34-b83c-b64d4a297e02,Tim Jones,,Tim,Jones,WR,14.0,73,200.0,1998-05-15,4,Southern Miss,MIN,ACT,exact_name_position,1.0
00-0036504,B.Echols,Brandin Echols,CB,DB,7c023589-734d-489f-ac09-577d48f772f3,Brandin Echols,,Brandin,Echols,CB,26.0,70,179.0,1997-10-16,5,Kentucky,PIT,ACT,exact_name_position,1.0
00-0036510,K.Yeboah,Kenny Yeboah,TE,TE,990c2825-ca25-4da9-9966-269363a9bb91,Kenny Yeboah,,Kenny,Yeboah,TE,88.0,76,250.0,1998-10-30,5,Ole Miss,DET,ACT,exact_name_position,1.0
00-0036534,S.Zylstra,Shane Zylstra,TE,TE,0cafaac9-20fb-4e5a-9362-158d8a4e7904,Shane Zylstra,,Shane,Zylstra,TE,84.0,76,244.0,1996-11-16,4,Minnesota State,DET,ACT,exact_name_position,1.0
00-0036550,R.Bateman,Rashod Bateman,WR,WR,d9f8b92b-69d4-4d83-9bf2-106ee523efed,Rashod Bateman,,Rashod,Bateman,WR,7.0,73,193.0,1999-11-29,5,Minnesota,BAL,ACT,exact_name_position,1.0
00-0036554,N.Collins,Nico Collins,WR,WR,bd56a50c-5fae-4ee2-8363-f74ae07b6887,Nico Collins,,Nico,Collins,WR,12.0,76,222.0,1999-03-19,5,Michigan,HOU,ACT,exact_name_position,1.0
00-0036555,C.Hubbard,Chuba Hubbard,RB,RB,32205e74-b23f-420a-b312-465b29260745,Chuba Hubbard,,Chuba,Hubbard,RB,30.0,73,210.0,1999-06-11,5,Oklahoma State,CAR,ACT,exact_name_position,1.0
00-0036556,B.Jordan,Brevin Jordan,TE,TE,8ffb5c07-4aa1-4796-b1ab-30c1ab0ccc4c,Brevin Jordan,,Brevin,Jordan,TE,9.0,75,245.0,2000-07-16,5,Miami (FL),HOU,ACT,exact_name_position,1.0
00-0036563,D.Lenoir,Deommodore Lenoir,CB,DB,d24bbe70-baba-4337-822e-c166a156f92e,Deommodore Lenoir,,Deommodore,Lenoir,DB,2.0,70,200.0,1999-10-06,5,Oregon,SF,ACT,fuzzy_name_position,1.0
00-0036564,T.Hufanga,Talanoa Hufanga,SS,DB,a1a2f797-77ac-4f13-8456-50a10a7fd61a,Talanoa Hufanga,,Talanoa,Hufanga,SAF,9.0,72,200.0,2000-02-01,5,USC,DEN,ACT,fuzzy_name_position,1.0
00-0036567,E.Mitchell,Elijah Mitchell,RB,RB,8ba68abf-e9d2-4927-bf8d-476f271d840c,Elijah Mitchell,,Elijah,Mitchell,RB,25.0,70,200.0,1998-05-02,5,Louisiana,KC,ACT,exact_name_position,1.0
00-0036569,G.Brightwell,Gary Brightwell,RB,RB,94bde2c7-7229-4bf0-a545-5950cf3c7927,Gary Brightwell,,Gary,Brightwell,RB,32.0,73,218.0,1998-02-28,4,Arizona,CIN,ACT,exact_name_position,1.0
00-0036590,Q.Morris,Quintin Morris,TE,TE,eab74cbc-ed11-46b3-bd16-1d4c997adc22,Quintin Morris,,Quintin,Morris,TE,45.0,74,243.0,1999-01-21,4,Bowling Green,JAC,ACT,exact_name_position,1.0
00-0036613,J.Waddle,Jaylen Waddle,WR,WR,0ff9a975-669d-4851-a95d-ab28d9fc29c4,Jaylen Waddle,,Jaylen,Waddle,WR,17.0,70,185.0,1998-11-25,5,Alabama,MIA,ACT,exact_name_position,1.0
00-0036626,D.Brown,Dyami Brown,WR,WR,0fb60ada-bdd3-4d74-8c98-058303a1649a,Dyami Brown,,Dyami,Brown,WR,5.0,72,195.0,1999-11-01,5,North Carolina,JAC,ACT,exact_name_position,1.0
00-0036627,D.Fitzpatrick,Dez Fitzpatrick,WR,WR,e1d69406-4bcf-46d3-b35f-5ef170e5258b,Dez Fitzpatrick,,Dez,Fitzpatrick,WR,87.0,74,208.0,1997-12-17,2,Louisville,LAC,ACT,exact_name_position,1.0
00-0036628,J.Bates,John Bates,TE,TE,3208880b-949f-4926-85eb-1940770550ea,John Bates,,John,Bates,TE,87.0,78,259.0,1997-11-06,5,Boise State,WAS,ACT,exact_name_position,1.0
00-0036630,T.Wallace,Tylan Wallace,WR,WR,29269863-13cf-4c66-ac3c-5d9a47e2040a,Tylan Wallace,,Tylan,Wallace,WR,16.0,71,200.0,1999-05-13,5,Oklahoma State,BAL,ACT,exact_name_position,1.0
00-0036635,I.Smith-Marsette,Ihmir Smith-Marsette,WR,WR,39156891-0d05-470b-8b64-751602820bb1,Ihmir Smith-Marsette,,Ihmir,Smith-Marsette,WR,87.0,73,185.0,1999-08-29,5,Iowa,NYG,ACT,exact_name_position,1.0
00-0036637,N.Gray,Noah Gray,TE,TE,c97dfcb6-b999-476f-8487-f3848e92df17,Noah Gray,,Noah,Gray,TE,83.0,75,240.0,1999-04-30,5,Duke,KC,ACT,exact_name_position,1.0
00-0036640,Z.Davidson,Zach Davidson,TE,TE,cb5e14e8-87a7-4bad-9fd4-abdd50628abb,Zach Davidson,,Zach,Davidson,TE,84.0,79,251.0,1998-07-15,2,Central Missouri,BUF,ACT,exact_name_position,1.0
00-0036646,S.Fehoko,Simi Fehoko,WR,WR,3860693c-99a2-4484-99db-1d43e3ff7fd4,Simi Fehoko,,Simi,Fehoko,WR,80.0,76,225.0,1997-11-05,5,Stanford,ARI,ACT,exact_name_position,1.0
00-0036648,N.Niemann,Nick Niemann,ILB,LB,30bfd566-e867-4ee7-bf19-d36794ed39f1,Nick Niemann,,Nick,Niemann,LB,32.0,75,234.0,1997-12-02,5,Iowa,HOU,ACT,fuzzy_name_position,1.0
00-0036654,D.Felton,Demetric Felton,RB,RB,0752f1c9-fc3e-44bc-b6ad-03f8f7f4191c,Demetric Felton,,Demetric,Felton,RB,25.0,69,190.0,1998-07-16,3,UCLA,WAS,ACT,exact_name_position,1.0
00-0036657,S.Williams,Seth Williams,WR,WR,f3debe3e-27e4-4c4a-867a-ec537b5a7826,Seth Williams,,Seth,Williams,WR,83.0,76,211.0,2000-04-10,1,Auburn,LV,ACT,exact_name_position,1.0
00-0036672,G.Stuard,Grant Stuard,MLB,LB,f9dbd390-b1c7-41a2-9e96-6f5de2848efc,Grant Stuard,,Grant,Stuard,LB,15.0,71,225.0,1998-10-15,5,Houston,DET,ACT,fuzzy_name_position,1.0
00-0036741,J.Stoll,Jack Stoll,TE,TE,0560d134-d316-4cda-9d48-34d32267af68,Jack Stoll,,Jack,Stoll,TE,88.0,76,247.0,1998-01-28,5,Nebraska,NO,ACT,exact_name_position,1.0
00-0036754,B.Wright,Brock Wright,TE,TE,8f182089-7730-499e-8f2e-87bda32debfb,Brock Wright,,Brock,Wright,TE,89.0,77,254.0,1998-11-27,5,Notre Dame,DET,ACT,exact_name_position,1.0
00-0036755,J.Patterson,Jaret Patterson,RB,RB,82996e3b-b72d-41ca-8eb1-91e462ceff85,Jaret Patterson,,Jaret,Patterson,RB,34.0,68,195.0,1999-12-23,2,Buffalo,LAC,ACT,exact_name_position,1.0
00-0036825,F.Franks,Feleipe Franks,TE,TE,79a849be-0552-4da9-89ff-11d20a7a764a,Feleipe Franks,,Feleipe,Franks,TE,84.0,78,241.0,1997-12-22,3,Arkansas,ATL,ACT,exact_name_position,1.0
00-0036841,A.Trammell,Austin Trammell,WR,WR,c1d52f55-4c65-4b37-8457-f0dc028c85bc,Austin Trammell,,Austin,Trammell,WR,81.0,70,185.0,1998-07-04,3,Rice,JAC,ACT,exact_name_position,1.0
00-0036842,K.Nwangwu,Kene Nwangwu,RB,RB,482c1032-765a-48d3-b46e-b47a809dbee4,Kene Nwangwu,,Kene,Nwangwu,RB,34.0,73,210.0,1998-02-09,5,Iowa State,NYJ,ACT,exact_name_position,1.0
00-0036849,T.Atwell,Tutu Atwell,WR,WR,7dc49535-f9dd-44b0-94f2-08ac6470130b,Tutu Atwell,,Tutu,Atwell,WR,5.0,69,165.0,1999-10-07,5,Louisville,LA,ACT,exact_name_position,1.0
00-0036862,B.Skowronek,Ben Skowronek,WR,WR,5521ba64-e615-4d50-b9bf-490498571ac7,Ben Skowronek,,Ben,Skowronek,WR,15.0,75,224.0,1997-06-27,5,Notre Dame,PIT,ACT,exact_name_position,1.0
00-0036875,R.Stevenson,Rhamondre Stevenson,RB,RB,6260e78a-64e2-4f7e-9bf8-39948a17a370,Rhamondre Stevenson,,Rhamondre,Stevenson,RB,38.0,72,227.0,1998-02-23,5,Oklahoma,NE,ACT,exact_name_position,1.0
00-0036876,K.Granson,Kylen Granson,TE,TE,bcc0167c-05fd-4b23-981e-60b8784ceb33,Kylen Granson,,Kylen,Granson,TE,83.0,75,242.0,1998-03-27,5,SMU,PHI,ACT,exact_name_position,1.0
00-0036879,S.Ehlinger,Sam Ehlinger,QB,QB,59f4acd0-971a-4470-ab8d-17900a4b128a,Sam Ehlinger,,Sam,Ehlinger,QB,4.0,73,222.0,1998-09-30,5,Texas,DEN,ACT,exact_name_position,1.0
00-0036880,P.Sewell,Penei Sewell,T,OL,ad15f429-2d3a-4fad-b378-2ae972a474c6,Penei Sewell,,Penei,Sewell,T,58.0,77,335.0,2000-10-09,5,Oregon,DET,ACT,exact_name_position,1.0
00-0036887,L.Farrell,Luke Farrell,TE,TE,8a1f0e8e-6521-4a94-9934-ad4f76a25fd9,Luke Farrell,,Luke,Farrell,TE,89.0,77,250.0,1997-10-14,5,Ohio State,SF,ACT,exact_name_position,1.0
00-0036888,D.Hamlin,Damar Hamlin,SS,DB,3a6b8eac-9a76-47e0-b791-b6ee245ae924,Damar Hamlin,,Damar,Hamlin,SAF,3.0,72,200.0,1998-03-24,5,Pittsburgh,BUF,ACT,fuzzy_name_position,1.0
00-0036893,N.Harris,Najee Harris,RB,RB,48ec58c3-ec26-4434-b005-8d34035e6667,Najee Harris,,Najee,Harris,RB,22.0,73,242.0,1998-03-09,5,Alabama,LAC,NON,exact_name_position,1.0
00-0036894,P.Freiermuth,Pat Freiermuth,TE,TE,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,Pat Freiermuth,,Pat,Freiermuth,TE,88.0,77,258.0,1998-10-25,5,Penn State,PIT,ACT,exact_name_position,1.0
00-0036898,D.Mills,Davis Mills,QB,QB,7d51fab7-2d52-4d19-a021-19a123af0d10,Davis Mills,,Davis,Mills,QB,10.0,76,225.0,1998-10-21,5,Stanford,HOU,ACT,exact_name_position,1.0
00-0036900,J.Chase,Ja'Marr Chase,WR,WR,fa99e984-d63b-4ef4-a164-407f68a7eeaf,Ja'Marr Chase,,Ja'Marr,Chase,WR,1.0,72,205.0,2000-03-01,5,LSU,CIN,ACT,exact_name_position,1.0
00-0036906,K.Herbert,Khalil Herbert,RB,RB,02af99e0-3c84-4d4e-937a-a9f29a02323b,Khalil Herbert,,Khalil,Herbert,RB,26.0,69,212.0,1998-04-21,5,Virginia Tech,IND,ACT,exact_name_position,1.0
00-0036912,D.Smith,DeVonta Smith,WR,WR,3555d07e-57ae-43de-97d5-b1b5bf055f17,DeVonta Smith,,DeVonta,Smith,WR,6.0,72,170.0,1998-11-14,5,Alabama,PHI,ACT,exact_name_position,1.0
00-0036918,J.Harris,Jacob Harris,WR,WR,bdbb1693-3509-494c-8308-ae26a415fc96,Jacob Harris,,Jacob,Harris,WR,30.0,77,211.0,1997-04-16,3,UCF,TB,ACT,exact_name_position,1.0
00-0036919,K.Gainwell,Kenneth Gainwell,RB,RB,e2a5882a-dcc1-4800-889f-3b957b21834f,Kenneth Gainwell,,Kenneth,Gainwell,RB,14.0,69,200.0,1999-03-14,5,Memphis,PIT,ACT,exact_name_position,1.0
00-0036924,M.Carter,Michael Carter,RB,RB,7f119181-4c9f-4a9f-bccc-357277b64a8d,Michael Carter,,Michael,Carter,RB,22.0,68,201.0,1999-05-07,4,North Carolina,ARI,ACT,exact_name_position,1.0
00-0036928,K.Trask,Kyle Trask,QB,QB,13038760-a019-4e2a-9aea-f13d7dce5bda,Kyle Trask,,Kyle,Trask,QB,2.0,77,236.0,1998-03-06,5,Florida,TB,ACT,exact_name_position,1.0
00-0036936,R.Moore,Rondale Moore,WR,WR,975555d0-fe82-4e88-90f4-d690f5000671,Rondale Moore,,Rondale,Moore,WR,4.0,67,181.0,2000-06-09,5,Purdue,MIN,ACT,exact_name_position,1.0
00-0036945,J.Fields,Justin Fields,QB,QB,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,Justin Fields,,Justin,Fields,QB,7.0,75,227.0,1999-03-05,5,Ohio State,NYJ,ACT,exact_name_position,1.0
00-0036955,T.Marshall,Terrace Marshall,WR,WR,69388223-d1e7-46c3-9106-e10edb7073e9,Terrace Marshall,,Terrace,Marshall,WR,46.0,74,200.0,2000-06-09,5,LSU,PHI,ACT,exact_name_position,1.0
00-0036959,M.Bandy,Michael Bandy,WR,WR,ec7af934-a7f3-40f5-9fc0-210022dd6180,Michael Bandy,,Michael,Bandy,WR,83.0,70,190.0,1997-12-05,3,San Diego,DEN,ACT,exact_name_position,1.0
00-0036963,A.St. Brown,Amon-Ra St. Brown,WR,WR,26ef0447-29b8-4dd1-9831-dcbf8132bb74,Amon-Ra St. Brown,,Amon-Ra,St. Brown,WR,14.0,72,202.0,1999-10-24,5,USC,DET,ACT,exact_name_position,1.0
00-0036970,K.Pitts,Kyle Pitts,TE,TE,1f3deb24-9ff8-4769-8f42-825eff7742f6,Kyle Pitts Sr.,,Kyle,Pitts,TE,8.0,78,250.0,2000-10-06,5,Florida,ATL,ACT,fuzzy_name_position,1.0
00-0036971,T.Lawrence,Trevor Lawrence,QB,QB,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,Trevor Lawrence,,Trevor,Lawrence,QB,16.0,78,220.0,1999-10-06,5,Clemson,JAC,ACT,exact_name_position,1.0
00-0036972,M.Jones,Mac Jones,QB,QB,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,Mac Jones,,Mac,Jones,QB,10.0,75,220.0,1998-09-05,5,Alabama,SF,ACT,exact_name_position,1.0
00-0036973,T.Etienne,Travis Etienne,RB,RB,970693f0-0af4-4627-ac0c-bf519f7433ee,Travis Etienne Jr.,,Travis,Etienne,RB,1.0,70,215.0,1999-01-26,5,Clemson,JAC,ACT,fuzzy_name_position,1.0
00-0036980,E.Moore,Elijah Moore,WR,WR,b1935e20-6bd6-4863-8d7e-702ec403491f,Elijah Moore,,Elijah,Moore,WR,18.0,70,178.0,2000-03-27,5,Ole Miss,BUF,ACT,exact_name_position,1.0
00-0036982,C.Golston,Chauncey Golston,DT,DL,b7f8bf4e-a1e5-443e-8deb-3916c817a1a8,Chauncey Golston,,Chauncey,Golston,DL,57.0,77,277.0,1998-02-10,5,Iowa,NYG,ACT,fuzzy_name_position,1.0
00-0036984,T.Sermon,Trey Sermon,RB,RB,b7146193-fcd1-4b02-a6da-625fe467f60e,Trey Sermon,,Trey,Sermon,RB,27.0,72,215.0,1999-01-30,5,Ohio State,PIT,ACT,exact_name_position,1.0
00-0036986,N.Wright,Nahshon Wright,CB,DB,884b6094-1ebd-4b72-b957-ad33a3ab984f,Nahshon Wright,,Nahshon,Wright,CB,25.0,76,199.0,1998-09-23,5,Oregon State,CHI,ACT,exact_name_position,1.0
00-0036988,J.Palmer,Josh Palmer,WR,WR,857fcc59-10e8-4194-bd7d-41bc5f72a47f,Joshua Palmer,,Joshua,Palmer,WR,5.0,73,210.0,1999-09-22,5,Tennessee,BUF,ACT,fuzzy_name_position,0.9166666666666666
00-0036990,D.Deablo,Divine Deablo,MLB,LB,f50ae8f1-aebd-4e3d-bbf9-f92921044e72,Divine Deablo,,Divine,Deablo,LB,0.0,75,223.0,1998-08-17,5,Virginia Tech,ATL,ACT,fuzzy_name_position,1.0
00-0036997,J.Williams,Javonte Williams,RB,RB,889dcdc5-3d88-45df-9677-5ad7ff87c011,Javonte Williams,,Javonte,Williams,RB,33.0,70,220.0,2000-04-25,5,North Carolina,DAL,ACT,exact_name_position,1.0
00-0037004,H.Long,Hunter Long,TE,TE,ebc576d0-a98b-4f82-aaf9-901a3911487d,Hunter Long,,Hunter,Long,TE,84.0,77,243.0,1998-08-19,5,Boston College,JAC,ACT,exact_name_position,1.0
00-0037005,T.Tremble,Tommy Tremble,TE,TE,cbee2fd3-e5f2-4316-bffd-531f1873f032,Tommy Tremble,,Tommy,Tremble,TE,82.0,76,250.0,2000-06-02,5,Notre Dame,CAR,PUP,exact_name_position,1.0
00-0037012,T.Lance,Trey Lance,QB,QB,676a508c-c65f-404a-a2b0-f861a4bfd072,Trey Lance,,Trey,Lance,QB,5.0,76,226.0,2000-05-09,5,North Dakota State,LAC,ACT,exact_name_position,1.0
00-0037013,Z.Wilson,Zach Wilson,QB,QB,17bb63b1-1b0e-48e1-baf7-55cd314d0e62,Zach Wilson,,Zach,Wilson,QB,0.0,74,214.0,1999-08-03,5,BYU,MIA,ACT,exact_name_position,1.0
00-0037055,L.McCutcheon,Lance McCutcheon,WR,WR,fb2a4c20-d207-11ec-ab20-b37737d70cc4,Lance McCutcheon,,Lance,McCutcheon,WR,82.0,75,202.0,1999-02-28,2,Montana State,PIT,ACT,exact_name_position,1.0
00-0037077,S.Howell,Sam Howell,QB,QB,7d85e9c2-f464-4654-9200-acfcffd7dfaf,Sam Howell,,Sam,Howell,QB,8.0,73,225.0,2000-09-16,4,North Carolina,MIN,ACT,exact_name_position,1.0
00-0037078,C.Turner,Cole Turner,TE,TE,fc78ba73-7ef3-4dda-9a06-b5101f7ff7b1,Cole Turner,,Cole,Turner,TE,88.0,78,240.0,2000-03-16,3,Nevada,WAS,ACT,exact_name_position,1.0
00-0037085,T.Badie,Tyler Badie,RB,RB,e62678b9-9816-420f-bf86-398e7fea7063,Tyler Badie,,Tyler,Badie,RB,28.0,68,197.0,2000-02-07,2,Missouri,DEN,ACT,exact_name_position,1.0
00-0037086,G.Calcaterra,Grant Calcaterra,TE,TE,f6988cfa-2dcf-490b-ac80-9af8e4292efa,Grant Calcaterra,,Grant,Calcaterra,TE,81.0,76,240.0,1998-12-04,4,SMU,PHI,ACT,exact_name_position,1.0
00-0037093,D.Young,Dareke Young,WR,WR,2da144c9-7845-4199-bcc1-48405c14d436,Dareke Young,,Dareke,Young,WR,83.0,74,224.0,1999-06-04,4,Lenoir-Rhyne,SEA,ACT,exact_name_position,1.0
00-0037098,S.Toure,Samori Toure,WR,WR,02c808d8-6074-43db-b0d9-f69fab78f6d9,Samori Toure,,Samori,Toure,WR,83.0,73,196.0,1998-03-24,3,Nebraska,CHI,ACT,exact_name_position,1.0
00-0037112,J.Tonges,Jake Tonges,TE,TE,8d9236c0-ce09-11ec-9598-03840dd5f387,Jake Tonges,,Jake,Tonges,TE,88.0,76,240.0,1999-07-08,3,California,SF,ACT,exact_name_position,1.0
