Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
107566-91897,WR,Ethan,Ethan Fernea,Fernea,,0,4000,IND@JAC,IND,JAC,Q,Undisclosed,,,,WR/FLEX
107566-86781,WR,Terrell,Terrell Bynum,Bynum,,0,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-86780,RB,Salvon,Salvon Ahmed,Ahmed,4.985714503696987,7,4000,LV@DEN,DEN,LV,,,,,,RB/FLEX
107566-85759,TE,Curtis,Curtis Hodges,Hodges,0,1,4000,CAR@CHI,CAR,CHI,Q,Undisclosed,,,,TE/FLEX
107566-47870,TE,Tyler,Tyler Higbee,Higbee,5.3125,16,4000,GB@LAR,LAR,GB,NA,Knee - acl + mcl,,,,TE/FLEX
107566-72453,WR,Denzel,Denzel Mims,Mims,,0,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-91912,WR,Chase,Chase Cota,Cota,,0,4000,NYG@SEA,NYG,SEA,Q,Collarbone,,,,WR/FLEX
107566-55050,RB,Christian,Christian McCaffrey,McCaffrey,23.01578883120888,19,4000,ARI@SF,SF,ARI,IR,Achilles,,,,RB/FLEX
107566-86800,TE,Colson,Colson Yankoff,Yankoff,,0,4000,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-91923,WR,Kazmeir,Kazmeir Allen,Allen,,0,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-71444,RB,Travis,Travis Homer,Homer,0.800000011920929,2,4000,CAR@CHI,CHI,CAR,IR,Finger,,,,RB/FLEX
107566-71459,RB,Brittain,Brittain Brown,Brown,,0,4000,NYG@SEA,SEA,NYG,,,,,,RB/FLEX
107566-87844,TE,Brady,Brady Russell,Russell,0,2,4000,NYG@SEA,SEA,NYG,Q,Shoulder,,,,TE/FLEX
107566-110380,RB,Keilan,Keilan Robinson,Robinson,,0,4000,IND@JAC,JAC,IND,IR,Toe,,,,RB/FLEX
107566-55088,WR,Malik,Malik Turner,Turner,,0,4000,ARI@SF,SF,ARI,Q,Undisclosed,,,,WR/FLEX
107566-202544,WR,Derek,Derek Slywka,Slywka,,0,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-201526,RB,Ian,Ian Wheeler,Wheeler,,0,4000,CAR@CHI,CHI,CAR,IR,Knee,,,,RB/FLEX
107566-103225,RB,Aidan,Aidan Robbins,Robbins,,0,4000,CLE@WAS,CLE,WAS,,,,,,RB/FLEX
107566-89912,RB,Blake,Blake Watson,Watson,,0,4000,LV@DEN,DEN,LV,,,,,,RB/FLEX
107566-158520,WR,Daylen,Daylen Baldwin,Baldwin,,0,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-92990,RB,Hassan,Hassan Hall,Hall,,0,4000,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-72515,TE,Ian,Ian Thomas,Thomas,1.1571429116385323,7,4000,CAR@CHI,CAR,CHI,IR,Calf,,,,TE/FLEX
107566-201547,WR,Jalen,Jalen Coker,Coker,0,1,4000,CAR@CHI,CAR,CHI,Q,Foot,,,,WR/FLEX
107566-87882,WR,Daniel,Daniel Arias,Arias,,0,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-201551,RB,Jaden,Jaden Shirden,Shirden,,0,4000,CAR@CHI,CAR,CHI,,,,,,RB/FLEX
107566-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,0,1,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,0,4000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-56142,WR,Juwann,Juwann Winfree,Winfree,0,3,4000,IND@JAC,IND,JAC,IR,Undisclosed,,,,WR/FLEX
107566-41806,WR,Laquon,Laquon Treadwell,Treadwell,2.0999999046325684,1,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-201553,WR,John,John Jiles,Jiles,,0,4000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-87890,WR,Dimitri,Dimitri Stanley,Stanley,,0,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,5.5,12,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-93019,RB,Jack,Jack Colletto,Colletto,,0,4000,DAL@PIT,PIT,DAL,,,,,,RB/FLEX
107566-64350,WR,Jeff,Jeff Smith,Smith,,0,4000,ARI@SF,ARI,SF,Q,Undisclosed,,,,WR/FLEX
107566-201564,TE,Cam,Cam Grandy,Grandy,,0,4000,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-114530,WR,Jacob,Jacob Cowing,Cowing,0,4,4000,ARI@SF,SF,ARI,Q,Shoulder,,,,WR/FLEX
107566-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,1.433333396911621,3,4000,CAR@CHI,CHI,CAR,,,,,,TE/FLEX
107566-192358,TE,Shawn,Shawn Bowman,Bowman,,0,4000,IND@JAC,JAC,IND,,,,,,TE/FLEX
107566-192359,WR,JaQuae,JaQuae Jackson,Jackson,,0,4000,MIA@NE,NE,MIA,IR,Knee,,,,WR/FLEX
107566-169834,WR,Dareke,Dareke Young,Young,0,1,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-156527,WR,Devontez,Devontez Walker,Walker,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-104304,WR,Corey,Corey Crooms Jr.,Crooms Jr.,,0,4000,DAL@PIT,DAL,PIT,Q,Undisclosed,,,,WR/FLEX
107566-119672,RB,Kendall,Kendall Milton,Milton,,0,4000,BAL@CIN,CIN,BAL,,,,,,RB/FLEX
107566-103291,WR,Ahmarean,Ahmarean Brown,Brown,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-112506,WR,Lincoln,Lincoln Victor,Victor,,0,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-54140,RB,Dalvin,Dalvin Cook,Cook,2.3333333333333335,15,4000,DAL@PIT,DAL,PIT,Q,Illness,,,,RB/FLEX
107566-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,3.5357142857142856,14,4000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-134023,RB,Keaton,Keaton Mitchell,Mitchell,8.175000190734863,8,4000,BAL@CIN,BAL,CIN,NA,Knee - acl,,,,RB/FLEX
107566-89997,WR,Michael,Michael Woods II,Woods II,,0,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-103308,RB,Jawhar,Jawhar Jordan,Jordan,,0,4000,BUF@HOU,HOU,BUF,Q,Undisclosed,,,,RB/FLEX
107566-69516,TE,Miller,Miller Forristall,Forristall,,0,4000,GB@LAR,LAR,GB,,,,,,TE/FLEX
107566-94094,TE,Brevin,Brevin Jordan,Jordan,0.8500000238418579,2,4000,BUF@HOU,HOU,BUF,IR,Knee - acl,,,,TE/FLEX
107566-119697,RB,MarShawn,MarShawn Lloyd,Lloyd,2.299999952316284,1,4000,GB@LAR,GB,LAR,IR,Ankle,,,,RB/FLEX
107566-128912,WR,Mitchell,Mitchell Tinsley,Tinsley,0,1,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-56212,TE,Tommy,Tommy Sweeney,Sweeney,0,1,4000,CAR@CHI,CHI,CAR,,,,,,TE/FLEX
107566-64405,WR,Dan,Dan Chisena,Chisena,,0,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-92056,TE,Cal,Cal Adomitis,Adomitis,0,2,4000,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-104357,WR,Jeff,Jeff Foreman,Foreman,,0,4000,LV@DEN,LV,DEN,IR,Knee,,,,WR/FLEX
107566-94116,TE,Will,Will Mallory,Mallory,2.4750000635782876,12,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,0,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-94121,RB,Lorenzo,Lorenzo Lingard,Lingard,,0,4000,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-45997,WR,Keith,Keith Kirkwood,Kirkwood,1.524999976158142,8,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-93107,RB,AJ,AJ Dillon,Dillon,7.106666564941406,15,4000,GB@LAR,GB,LAR,IR,Neck,,,,RB/FLEX
107566-72627,RB,Patrick,Patrick Taylor Jr.,Taylor Jr.,2.281818216497248,11,4000,ARI@SF,SF,ARI,,,,,,RB/FLEX
107566-85944,WR,Kyric,Kyric McGowan,McGowan,,0,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-138169,TE,Jaheim,Jaheim Bell,Bell,,0,4000,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-63419,WR,Andy,Andy Isabella,Isabella,0,2,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-92093,WR,Jaelon,Jaelon Darden,Darden,0,1,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-89026,RB,TaMerik,TaMerik Williams,Williams,,0,4000,NYG@SEA,SEA,NYG,,,,,,RB/FLEX
107566-65477,TE,Giovanni,Giovanni Ricci,Ricci,0.3499999940395355,2,4000,CLE@WAS,CLE,WAS,Q,Knee,,,,TE/FLEX
107566-95180,WR,Sam,Sam Wiglusz,Wiglusz,,0,4000,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-41936,WR,Anthony,Anthony Miller,Miller,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-95184,WR,Xavier,Xavier Johnson,Johnson,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
107566-73687,WR,Quez,Quez Watkins,Watkins,5.066666603088379,6,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-30678,WR,Damiere,Damiere Byrd,Byrd,0,1,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-91098,WR,Lawrence,Lawrence Keys III,Keys III,,0,4000,BUF@HOU,BUF,HOU,Q,Leg,,,,WR/FLEX
107566-89050,WR,Cam,Cam Johnson,Johnson,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-112604,WR,Xavier,Xavier White,White,,0,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-103390,WR,Tre,Tre Mosley,Mosley,,0,4000,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-54239,TE,Matt,Matt Sokol,Sokol,,0,4000,DAL@PIT,PIT,DAL,,,,,,TE/FLEX
107566-104421,TE,Jesper,Jesper Horsted,Horsted,0.29999999205271405,3,4000,CAR@CHI,CAR,CHI,,,,,,TE/FLEX
107566-85994,TE,Dalton,Dalton Keene,Keene,,0,4000,BUF@HOU,HOU,BUF,IR,Knee - acl,,,,TE/FLEX
107566-63479,RB,John,John Kelly Jr.,Kelly Jr.,0,1,4000,BAL@CIN,BAL,CIN,,,,,,RB/FLEX
107566-12530,D,Dallas,Dallas Cowboys,Cowboys,5.25,4,3900,DAL@PIT,DAL,PIT,,,,,,DEF
107566-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,2.25,4,3900,IND@JAC,JAC,IND,,,,,,DEF
107566-12529,D,Cleveland,Cleveland Browns,Browns,7.5,4,3800,CLE@WAS,CLE,WAS,,,,,,DEF
107566-12535,D,Indianapolis,Indianapolis Colts,Colts,6.75,4,3700,IND@JAC,IND,JAC,,,,,,DEF
107566-12556,D,Houston,Houston Texans,Texans,6,4,3600,BUF@HOU,HOU,BUF,,,,,,DEF
107566-12552,D,Washington,Washington Commanders,Commanders,2.25,4,3500,CLE@WAS,WAS,CLE,,,,,,DEF
107566-12538,D,Los Angeles,Los Angeles Rams,Rams,2.25,4,3400,GB@LAR,LAR,GB,,,,,,DEF
107566-12546,D,Arizona,Arizona Cardinals,Cardinals,5.75,4,3300,ARI@SF,ARI,SF,,,,,,DEF
107566-12528,D,Cincinnati,Cincinnati Bengals,Bengals,2.75,4,3200,BAL@CIN,CIN,BAL,,,,,,DEF
107566-12553,D,Carolina,Carolina Panthers,Panthers,2.5,4,3100,CAR@CHI,CAR,CHI,,,,,,DEF
107566-12543,D,New York,New York Giants,Giants,6.25,4,3000,NYG@SEA,NYG,SEA,,,,,,DEF
